"","ensembl_id","TH-A-Control","TH-A-Mutant","TH-B-Control","TH-B-Mutant","TH-C-Control","TH-C-Mutant","external_gene_id","gene_biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1137","ENSMUSG00000012422",1705.55426625975,1809.6576417402,1602.8558433113,1619.29599447855,1864.83361838859,1501.11254738107,"Tmem167","protein_coding",1683.88498525991,-0.0676506561193502,0.0851110577396403,-0.794851549446107,0.426699860638591,0.999899393879489
"1138","ENSMUSG00000012429",257.054883682701,229.479247723082,287.878358260443,257.065985554939,261.750742822013,252.399454869384,"Mplkip","protein_coding",257.60477881876,-0.129544489143078,0.140010987989435,-0.925245161135879,0.354838396980876,0.999899393879489
"1139","ENSMUSG00000012443",55.7115147145017,71.5486627881852,79.9157587599969,88.9843796151713,75.2673809831538,80.7269511525559,"Kif11","protein_coding",75.3591080022608,0.190872485845603,0.255560147506027,0.746878915622406,0.455136654156891,0.999899393879489
"1140","ENSMUSG00000012483",85.0333645642395,64.5683054429964,81.7320260045422,88.9843796151713,73.0205934911194,65.399049034982,"Rpa3","protein_coding",76.4562863588418,-0.137852345268949,0.251510914294962,-0.548096871483206,0.583625388646068,0.999899393879489
"1141","ENSMUSG00000012535",1290.16139338846,1414.39490706888,1366.7411015204,1336.96283940325,1473.89259477459,1290.60935829972,"Tnpo3","protein_coding",1362.12703240922,-0.0298996511236332,0.0792780928900445,-0.37714897058766,0.706062900362233,0.999899393879489
"1142","ENSMUSG00000012609",570.798677074895,639.575241752924,644.774871813611,572.356318265485,590.905110405058,602.89748329124,"Ttll5","protein_coding",603.551283767202,0.00719827765135357,0.100904613861311,0.0713374480699891,0.943129191885981,0.999899393879489
"1143","ENSMUSG00000012640",465.240017615839,547.085506929172,445.893608535892,451.513333602906,478.565735803336,508.886350303453,"Zfp715","protein_coding",482.864092131767,0.120474968831128,0.111804090527781,1.07755421346764,0.281232744649617,0.999899393879489
"1144","ENSMUSG00000012777",6.84176496493881,19.1959826992692,13.6220043340904,14.2814436419411,26.9614499044133,16.3497622587455,"Acpt","protein_coding",16.2087346338997,0.0897703820646515,0.572649839353947,0.156763131490491,0.875431530339241,0.999899393879489
"1145","ENSMUSG00000012819",121.196979378916,92.4897348237516,79.9157587599969,88.9843796151713,37.0719936185683,133.863678493479,"Cdh23","protein_coding",92.2537541149805,0.398088515072873,0.316143181653479,1.25920322871051,0.207956935668708,0.999899393879489
"1146","ENSMUSG00000012848",780.938600998016,698.908279187029,721.96622970679,842.605174874524,834.681553290795,813.400672372588,"Rps5","protein_coding",782.083418404957,0.0100857702211968,0.10005956207781,0.100797665028293,0.919711080439273,0.999899393879489
"1147","ENSMUSG00000012889",16.6157149148514,3.4901786725944,9.98946984499961,6.59143552704973,10.110543714155,9.19674127054434,"Podnl1","protein_coding",9.33234732403241,-0.944404744430153,0.714964250735841,-1.32091184063843,0.186530761214649,0.999899393879489
"1148","ENSMUSG00000013033",3712.1461909768,3643.74653418855,3441.8264284135,3905.42554977696,3616.20446842943,3747.16113767623,"Adgrl1","protein_coding",3677.75171824358,0.0686380344532252,0.0603149572768507,1.13799358487764,0.255123161080106,0.999899393879489
"1149","ENSMUSG00000013076",993.033314911119,937.112973591597,983.508712921325,921.702401199121,982.969527765068,1014.70712018339,"Amotl1","protein_coding",972.172341761937,-0.0426184584162611,0.0821313300993445,-0.518906224515183,0.603826136914116,0.999899393879489
"1150","ENSMUSG00000013089",14.6609249248689,4.362723340743,20.8870733122719,4.39429035136649,4.49357498406888,8.17488112937275,"Etv5","protein_coding",9.49557800711532,-1.25847232621604,0.757948683442534,-1.66036613521139,0.0968408184916361,0.999899393879489
"1151","ENSMUSG00000013150",449.601697695979,488.625014163216,408.660130022711,451.513333602906,495.416641993594,493.55844818588,"Gfod2","protein_coding",464.562544277381,0.0860220042600869,0.113846972173071,0.755593254858951,0.449893101282588,0.999899393879489
"1152","ENSMUSG00000013155",35.1862198196853,25.3037953763094,27.2440086681808,25.2671695203573,40.44217485662,21.4590629646035,"Enkd1","protein_coding",29.1504052009594,-0.508100188202961,0.39504513631926,-1.28618261937627,0.198379335382586,0.999899393879489
"1153","ENSMUSG00000013158",6.84176496493881,3.4901786725944,4.54066811136346,5.49286293920811,11.2339374601722,10.2186014117159,"4933405L10Rik","protein_coding",6.96966892666549,-0.231874839483463,0.822480084001783,-0.281921524902188,0.778003684222652,0.999899393879489
"1154","ENSMUSG00000013160",1095.6597893852,1051.41632511906,1049.80246734723,1087.58686196321,1157.09555839774,1084.19360978306,"Atp6v0d1","protein_coding",1087.62576866592,-0.0344797251490249,0.0793984099359904,-0.434262161884876,0.664098077449996,0.999899393879489
"1155","ENSMUSG00000013236",3672.07299618216,3799.059485119,3623.45315286804,4099.87289782493,3882.44878623552,3950.51130576938,"Ptprs","protein_coding",3837.90310399984,0.0841507965490749,0.0601052297155313,1.40005781439232,0.161496006363305,0.999899393879489
"1156","ENSMUSG00000013275",194.50160400326,191.959826992692,215.227668478628,182.363049581709,157.275124442411,213.568769504863,"Slc41a1","protein_coding",192.482673833927,0.0483167570534904,0.169541714205668,0.284984478774812,0.775656033222303,0.999899393879489
"1157","ENSMUSG00000013367",1154.30348908468,1054.03395912351,995.31445001087,1166.6840882878,1091.93872112874,1108.71825317118,"Iglon5","protein_coding",1095.1654934678,0.0382418066195543,0.085549092322923,0.447015924788572,0.654863561843407,0.999899393879489
"1158","ENSMUSG00000013415",495.539262460568,486.879924826919,493.116556894072,510.836253346354,774.018291005865,533.410993691572,"Igf2bp1","protein_coding",548.966880370892,-0.200523250785022,0.146034662527399,-1.3731209242696,0.169714757167698,0.999899393879489
"1159","ENSMUSG00000013419",112.400424423995,98.5975475007918,108.06790105045,88.9843796151713,110.092587109688,110.360895246532,"Zfp651","protein_coding",104.750622491105,-0.148722955999236,0.210063350913266,-0.707990972021783,0.478950863876884,0.999899393879489
"1160","ENSMUSG00000013465",367.500518116713,378.684385976492,368.702250642713,364.726099163418,376.336904915769,340.279427010141,"Nelfb","protein_coding",366.038264304208,-0.0367001639276009,0.118339144822053,-0.310126999673583,0.756464381011432,0.999899393879489
"1161","ENSMUSG00000013495",151.496224223645,130.88170022229,134.403776096358,147.208726770777,122.449918315877,158.388321881597,"Tmem175","protein_coding",140.804777918424,0.092121748815445,0.187643643024191,0.490939886535718,0.623468965093798,0.999899393879489
"1162","ENSMUSG00000013523",5.86436996994755,10.4705360177832,21.7952069345446,16.4785888176243,6.74036247610333,11.2404615528875,"Bcas1","protein_coding",12.0982542948151,0.129097523030112,0.664630103268757,0.194239656607773,0.845988232660626,0.999899393879489
"1163","ENSMUSG00000013539",191.569419018287,155.312950930451,182.534858076811,143.913009007252,169.6324556486,180.869244987372,"Tango2","protein_coding",170.638656278129,-0.180405767627758,0.171422678688026,-1.05240315347119,0.292614622496029,0.999899393879489
"1165","ENSMUSG00000013593",630.419771769362,626.487071730695,642.958604569066,698.692165867271,684.146791324488,616.181665126471,"Ndufs2","protein_coding",649.814345064559,-0.0122760927781102,0.0977306871867747,-0.125611444383371,0.90003950340734,0.999899393879489
"1167","ENSMUSG00000013622",328.404718317063,329.821884560171,300.592228972261,341.656074818744,350.498848757373,349.476168280685,"Atraid","protein_coding",333.408320617716,0.0612642538674238,0.125402817410564,0.488539692587983,0.625167617916713,0.999899393879489
"1168","ENSMUSG00000013629",256.07748868771,294.920097834227,285.153957393625,257.065985554939,265.120924060064,286.120839528046,"Cad","protein_coding",274.076548843102,0.0567475845376894,0.136748581178293,0.414977501402386,0.678158373341901,0.999899393879489
"1169","ENSMUSG00000013646",312.766398397203,329.821884560171,348.723310952714,285.628872838822,314.550248884822,310.645482916164,"Sh3bp5l","protein_coding",317.022699758316,-0.0749394657322057,0.129475428844308,-0.578792952462965,0.562728887037523,0.999899393879489
"1170","ENSMUSG00000013662",2318.38092811927,2175.25385769446,2288.49672812718,2391.59252373121,2546.73362222104,2282.83555537734,"Atad1","protein_coding",2333.88220254508,-0.0625490839041606,0.0699060181130792,-0.894759644341091,0.370915587274281,0.999899393879489
"1171","ENSMUSG00000013663",2663.40136135118,2699.65320325177,2538.23347425217,2649.75708187399,2611.89045949004,2798.87492666899,"Pten","protein_coding",2660.30175114802,0.0607331065208072,0.0613058796831787,0.990657125134955,0.3218530334132,0.999899393879489
"1172","ENSMUSG00000013698",851.311040637386,714.614083213704,848.196803202694,678.917859286122,650.444978943971,712.236518396601,"Pea15a","protein_coding",742.620213946746,-0.160078036890244,0.108268948877478,-1.47852212984348,0.139268078269964,0.999899393879489
"1173","ENSMUSG00000013701",21.5026898898077,32.2841527214982,19.0708060677265,29.6614598717238,42.6889623486544,19.4153426822603,"Timm23","protein_coding",27.4372355969451,-0.0182716498919425,0.443121091756635,-0.0412339882525325,0.967109357997631,0.999899393879489
"1175","ENSMUSG00000013736",504.335817415489,502.585728853594,472.2294835818,464.696204657006,516.761123167922,451.662182397844,"Trnt1","protein_coding",485.378423345609,-0.0713288852598845,0.10747296169261,-0.663691445145957,0.506887815850905,0.999899393879489
"1176","ENSMUSG00000013787",701.769606403724,701.525913191475,647.499272680429,730.550770914678,694.257335038643,656.034210632163,"Ehmt2","protein_coding",688.606184810185,0.0315553261673468,0.0943773211409352,0.334352848606761,0.738113315304992,0.999899393879489
"1177","ENSMUSG00000013822",190.592024023295,184.106924979355,145.301379563631,176.870186642501,148.287974474273,168.606923293313,"Elof1","protein_coding",168.960902162728,0.129524863009969,0.176031318414297,0.735805788292326,0.461848898125519,0.999899393879489
"1178","ENSMUSG00000013833",386.071023021547,411.841083366139,383.232388599076,400.978994562192,357.239211233476,405.678476045123,"Med16","protein_coding",390.840196137925,0.112469328877992,0.114344912392509,0.98359714065739,0.325313631594293,0.999899393879489
"1179","ENSMUSG00000013846",1549.17106706115,1659.57995881864,1714.55627885084,1666.53461575574,1430.08023867992,1843.43569467355,"St3gal1","protein_coding",1643.89297563997,0.137904300040962,0.0822478749238637,1.67669134513955,0.0936028539206599,0.999899393879489
"1180","ENSMUSG00000013858",348.930013211879,311.49844652905,300.592228972261,287.826018014505,314.550248884822,331.082685739596,"Tmem259","protein_coding",315.746606892019,-0.0503320687837969,0.130748063231123,-0.384954603073737,0.70027104992828,0.999899393879489
"1181","ENSMUSG00000013878",73.3046246243444,112.558262191169,79.9157587599969,79.0972263245968,102.228830887567,106.273454681846,"Rnf170","protein_coding",92.2296929115867,0.230554613255227,0.239969026286184,0.960768215895793,0.336668723139766,0.999899393879489
"1182","ENSMUSG00000013921",2598.89329168176,2310.49828125749,2504.63253022808,2727.75573561075,2583.80561583961,2564.8689543407,"Clip3","protein_coding",2548.40906815973,-0.0167356825622704,0.0714030821607288,-0.234383195456441,0.814687503427963,0.999899393879489
"1183","ENSMUSG00000013973",98.7168944941171,132.626789558587,132.587508851813,127.434420189628,105.599012125619,134.88553863465,"Dedd","protein_coding",121.975027309069,0.2267163906782,0.201485990372588,1.12522161098624,0.260495137594813,0.999899393879489
"1184","ENSMUSG00000013974",4.88697497495629,6.1078126770402,6.35693535590884,1.09857258784162,11.2339374601722,6.13116084702956,"Mcemp1","protein_coding",5.96923231715812,-0.724330856271779,0.904178562011728,-0.801092711886685,0.423077975123571,0.999899393879489
"1185","ENSMUSG00000013997",236.529588787885,256.528132435688,244.287944391354,265.854566257672,213.444811743272,289.186419951561,"Nit1","protein_coding",250.971910594572,0.222312720016097,0.142172211875231,1.56368615979047,0.117891289591531,0.999899393879489
"1186","ENSMUSG00000014030",178.8632840834,201.557818342327,185.259258943629,246.080259676523,175.249424378686,195.175286963774,"Pax5","protein_coding",197.03088873139,0.249868931205572,0.161900064110507,1.54335288610522,0.122745178318903,0.999899393879489
"1187","ENSMUSG00000014039",445.692117716014,494.732826840256,499.47349224998,386.697550920251,541.475785580301,396.481734774578,"Prdm15","protein_coding",460.758918013563,-0.214118906757776,0.126039666710427,-1.69882158804583,0.0893528047510443,0.999899393879489
"1188","ENSMUSG00000014074",562.979517114965,618.634169717358,570.30791478725,538.300568042395,729.082541165176,572.241679056092,"Rnf168","protein_coding",598.591064980539,-0.103225561009676,0.116411627939711,-0.886728953426681,0.375224846237983,0.999899393879489
"1189","ENSMUSG00000014075",124.12916436389,134.371878894884,109.884168294996,158.194452649194,135.930643268084,137.951119058165,"Tctex1d2","protein_coding",133.410237754869,0.219742432314411,0.191464309670963,1.14769396286987,0.251094924307851,0.999899393879489
"1190","ENSMUSG00000014077",161.270174173558,155.312950930451,172.545388231811,135.124428304519,152.781549458342,170.650643575656,"Chp1","protein_coding",157.947522445723,-0.0779267495354086,0.177038717855393,-0.440167837179321,0.659815552415732,0.999899393879489
"1191","ENSMUSG00000014158",5.86436996994755,6.9803573451888,4.54066811136346,5.49286293920811,6.74036247610333,5.10930070585797,"Trpv4","protein_coding",5.78798692461153,0.0480682874392579,0.854165669068089,0.0562751339464407,0.955122627671734,0.999899393879489
"1192","ENSMUSG00000014164",132.925719318811,176.254022966017,178.90232358772,125.237275013945,138.177430760118,152.257161034567,"Klhl3","protein_coding",150.625655446863,0.0134146228772919,0.197172689087404,0.0680348933687534,0.945757857732474,0.999899393879489
"1193","ENSMUSG00000014177",276.602783582526,253.910498431243,283.33769014908,250.47455002789,270.73789279015,293.273860516247,"Tvp23b","protein_coding",271.389545916189,-0.0594845772033622,0.137290084907902,-0.433276570870112,0.66481385695034,0.999899393879489
"1194","ENSMUSG00000014195",1164.07743903459,1164.84713197838,1132.44262697405,1223.80986285557,1270.55832674548,1207.83868686482,"Dnajc7","protein_coding",1193.92901240881,0.0125098201049009,0.0790922646532747,0.158167428379268,0.874324869030751,0.999899393879489
"1196","ENSMUSG00000014226",308.856818417238,239.077239072716,276.980754793171,251.573122615731,256.133774091926,269.771077269301,"Cacybp","protein_coding",267.065464376681,-0.149439168501659,0.14079923633728,-1.06136348739621,0.288524743611789,0.999899393879489
"1197","ENSMUSG00000014232",182.772864063365,211.155809691961,195.248728788629,209.82736427775,187.606755584876,187.000405834402,"Cluap1","protein_coding",195.601988040164,0.10423203574367,0.15655549637101,0.665783304705301,0.505549617669357,0.999899393879489
"1198","ENSMUSG00000014243",21.5026898898077,20.9410720355664,7.26506897818153,18.6757339933076,17.9742999362755,33.7213846586626,"Zswim7","protein_coding",20.0133749153002,0.658431025537198,0.52016391073239,1.26581450952668,0.205579499157004,0.999899393879489
"1199","ENSMUSG00000014245",284.421943542456,216.391077700853,212.50326761181,195.545920635809,181.98978685479,318.820364045537,"Pigl","protein_coding",234.945393398542,0.104211220736118,0.196753125422594,0.529654715838893,0.596351350437986,0.999899393879489
"1200","ENSMUSG00000014294",134.880509308794,116.048440863764,119.873638139995,147.208726770777,153.904943204359,154.300881316911,"Ndufa2","protein_coding",137.702856600767,0.030791782212449,0.196730962772748,0.156517214059578,0.875625351601523,0.999899393879489
"1201","ENSMUSG00000014301",47.8923547545717,56.715403429659,48.1310819804527,53.8300568042395,42.6889623486544,63.3553287526388,"Pam16","protein_coding",52.1021980117027,0.324194290552088,0.29200214744406,1.11024625465878,0.266892925835928,0.999899393879489
"1202","ENSMUSG00000014303",454.488672670935,509.566086198783,455.883078380891,525.117696988295,492.046460755543,530.345413268057,"Glis2","protein_coding",494.574568043751,0.158986837917073,0.104354165283209,1.52353130788402,0.127625834097405,0.999899393879489
"1203","ENSMUSG00000014313",156.383199198601,192.832371660841,160.739651142266,162.58874300056,158.398518188428,164.519482728627,"Cox6c","protein_coding",165.910327653221,0.131608078121258,0.17043729277675,0.772178881611588,0.440008487615203,0.999899393879489
"1204","ENSMUSG00000014329",38.1184048046591,30.539063385201,36.3253448909077,39.5486131622984,30.331631142465,48.0274266350649,"Bicc1","protein_coding",37.1484140034327,0.164904984153319,0.354793192393206,0.464791849699755,0.642080524948113,0.999899393879489
"1205","ENSMUSG00000014349",558.092542140009,561.04622161955,596.643789833158,588.834907083109,596.522079135144,545.673315385631,"Ube2z","protein_coding",574.468809199434,-0.046962573183294,0.0989201416769622,-0.474752384975923,0.634963474921805,0.999899393879489
"1206","ENSMUSG00000014353",1058.51877957553,1025.23998507461,1086.12781223814,1056.82682950364,953.761290368621,1116.89313430055,"Tmem87b","protein_coding",1049.56130517685,0.0443035380554647,0.0845439874646839,0.524029435848071,0.600258066469238,0.999899393879489
"1207","ENSMUSG00000014355",2569.57144183202,2939.60298699263,2828.83623337943,2802.45867158398,2539.99325974494,2721.21355593995,"Anapc1","protein_coding",2733.61269157883,0.0921362549895106,0.0672721059492644,1.3696056290998,0.170810041483327,0.999899393879489
"1208","ENSMUSG00000014402",164.202359158531,190.214737656395,180.718590832266,228.503098271057,207.827843013186,211.52504922252,"Tsg101","protein_coding",197.165279692326,0.189348347904877,0.164095934201364,1.15388811323336,0.248546043112121,0.999899393879489
"1209","ENSMUSG00000014418",425.166822821198,537.487515579538,488.575888782708,530.610559927503,511.144154437836,454.727762821359,"Hps5","protein_coding",491.285450728357,0.0973679015592659,0.116138785544924,0.838375406651747,0.40181989730968,0.999899393879489
"1210","ENSMUSG00000014426",175.931099098427,154.440406262302,178.90232358772,164.785888176243,139.300824506135,187.000405834402,"Map3k4","protein_coding",166.726824577538,0.0298997819196684,0.177961245630933,0.168012882881683,0.866573144076661,0.999899393879489
"1211","ENSMUSG00000014444",34.2088248246941,26.176340044458,44.4985474913619,9.8871532905746,25.8380561583961,23.5027832469466,"Piezo1","protein_coding",27.3519508427385,-0.804103135299071,0.447609137857926,-1.79644039249775,0.07242450468848,0.999899393879489
"1212","ENSMUSG00000014470",203.298158958182,210.283265023813,193.432461544083,157.095880061352,184.236574346824,166.56320301097,"Rnf166","protein_coding",185.818257157537,-0.117938237723138,0.170231930284943,-0.692809142948253,0.4884293336949,0.999899393879489
"1213","ENSMUSG00000014496",816.124820817701,893.485740184167,820.952794534513,838.210884523157,821.200828338589,836.903455619535,"Ankrd28","protein_coding",837.813087336277,0.0642447121935022,0.0849744097252767,0.756047760745925,0.449620560792695,0.999899393879489
"1214","ENSMUSG00000014498",1175.80617897448,1238.14088410286,1139.70769595223,1189.75411263248,1137.99786471544,1233.38519039411,"Ankrd52","protein_coding",1185.79865446194,0.0845896389184622,0.0749232425777286,1.12901732504043,0.258890525227352,0.999899393879489
"1215","ENSMUSG00000014503",68.4176496493881,81.1466541378198,63.5693535590884,79.0972263245968,92.1182871734121,76.6395105878695,"Pkd2l2","protein_coding",76.8314469053625,0.086740943553354,0.251079859255937,0.345471531688789,0.729739908755187,0.999899393879489
"1216","ENSMUSG00000014504",518.019347345367,466.811397459501,472.2294835818,462.499059481323,471.825373327233,506.84263002111,"Srp19","protein_coding",483.037881869389,-0.0262365997585094,0.107757910062413,-0.243477251399116,0.807635705713197,0.999899393879489
"1217","ENSMUSG00000014547",98.7168944941171,79.4015648015226,110.792301917268,92.2800973786962,101.10543714155,99.1204336936445,"Wdfy2","protein_coding",96.9027882377998,-0.202064617092501,0.219645870852039,-0.919956365711143,0.357595561770307,0.999899393879489
"1218","ENSMUSG00000014550",746.729776173322,724.212074563338,698.3547555277,656.94640752929,795.362772180192,699.974196702541,"Rbsn","protein_coding",720.263330446064,-0.103887472119145,0.0947278995778469,-1.09669350404809,0.272775397058084,0.999899393879489
"1219","ENSMUSG00000014551",234.574798797902,178.871656970463,194.340595166356,184.560194757392,197.717299299031,225.831091198922,"Mrps25","protein_coding",202.649272698344,-0.0901639847086241,0.164977463019432,-0.546523040531931,0.584706454249568,0.999899393879489
"1220","ENSMUSG00000014554",139.76748428375,135.244423563033,128.04684074045,134.025855716678,104.475618379602,118.535776375905,"Dguok","protein_coding",126.682666509903,0.0561366414082356,0.198367908403253,0.282992555903336,0.777182543392576,0.999899393879489
"1221","ENSMUSG00000014592",4781.41631549724,4720.46665468393,4648.73601241391,5055.63104924714,4977.75768860231,4999.96167075261,"Camta1","protein_coding",4863.99489853285,0.0363770143913796,0.0577481068655495,0.629925661045018,0.528743222817563,0.999899393879489
"1222","ENSMUSG00000014599",51.8019347345367,36.6468760622412,29.9684095349988,28.5628872838822,38.1953873645855,32.699524517491,"Csf1","protein_coding",36.3125032496226,-0.287433999432707,0.364910426606471,-0.787683712152963,0.4308817351408,0.999899393879489
"1223","ENSMUSG00000014601",1190.46710389935,1280.023028174,1150.6052994195,1246.87988720024,1266.06475176141,1208.86054700599,"Strip1","protein_coding",1223.81676957675,0.0519111158745335,0.0772062580523811,0.672369276585248,0.501348636868488,0.999899393879489
"1224","ENSMUSG00000014602",5570.17407645518,5209.09166884714,5227.21712980161,5477.48292297833,5458.57021189768,5628.40565757314,"Kif1a","protein_coding",5428.49027792551,0.005102773117758,0.0571632160524753,0.089266725529818,0.928869937649011,0.999899393879489
"1225","ENSMUSG00000014606",472.081782580778,449.360504096529,446.801742158164,471.287640184056,407.791929804251,479.252406209477,"Slc25a11","protein_coding",454.429334172209,0.0753206000216469,0.110930232409984,0.678990734854601,0.497143732513753,0.999899393879489
"1226","ENSMUSG00000014609",6.84176496493881,5.2352680088916,8.17320260045422,9.8871532905746,10.110543714155,10.2186014117159,"Chrne","protein_coding",8.41108899845502,0.0062045911603372,0.723939139187005,0.00857059775398392,0.993161736092959,0.999899393879489
"1227","ENSMUSG00000014633",95.7847095091434,79.4015648015226,102.619099316814,95.5758151422211,82.0077434592571,83.7925315760706,"Cmc2","protein_coding",89.8635773008382,-0.122186561961255,0.228915956081174,-0.53376166542942,0.593506439096647,0.999899393879489
"1228","ENSMUSG00000014668",1084.9084444403,1009.53418104793,1037.99673025769,1155.69836240939,1126.76392725527,1015.72898032456,"Chfr","protein_coding",1071.77177095586,-0.0313034681371055,0.0852188418709873,-0.367330363213523,0.713372608154848,0.999899393879489
"1230","ENSMUSG00000014704",308.856818417238,396.135279339464,334.193172996351,386.697550920251,378.583692407803,346.41058785717,"Hoxa2","protein_coding",358.479516989713,0.147193931077553,0.127520123486316,1.15428002305336,0.248385383905318,0.999899393879489
"1231","ENSMUSG00000014747",7.81915995993007,16.5783486948234,5.44880173363615,8.78858070273297,11.2339374601722,19.4153426822603,"Ankrd53","protein_coding",11.5473618722592,0.889477919531798,0.647697408199646,1.37329238664735,0.169661468469895,0.999899393879489
"1232","ENSMUSG00000014748",226.755638837972,253.037953763094,244.287944391354,243.88311450084,250.51680536184,207.437608657833,"Tex261","protein_coding",237.653177585489,-0.033030550661264,0.147987127095862,-0.22319880998749,0.823380778074912,0.999899393879489
"1233","ENSMUSG00000014763",1209.03760880419,1187.53329335024,1191.47131242177,1178.76838675406,1244.72027058708,1118.93685458289,"Fam120b","protein_coding",1188.41128775004,-0.0640564926546143,0.0757939898522835,-0.845139473188512,0.398032971470188,0.999899393879489
"1234","ENSMUSG00000014767",1337.07635314804,1377.74803100664,1345.85402820813,1488.5658565254,1477.26277601265,1438.7790787696,"Tbp","protein_coding",1410.88102061174,0.04962907837531,0.0761252248859529,0.651939990320711,0.514439885654119,0.999899393879489
"1235","ENSMUSG00000014769",290.286313512404,278.341749139403,291.510892749534,275.741719548247,288.712192726426,294.295720657419,"Psmb1","protein_coding",286.481431388905,-0.0373729403817976,0.130057816071235,-0.28735635820094,0.773839473725607,0.999899393879489
"1237","ENSMUSG00000014776",29.3218498497378,14.8332593585262,15.4382715786358,19.7743065811492,21.3444811743272,26.5683636704614,"Nol3","protein_coding",21.2134220354729,-0.115146826000982,0.478997715144262,-0.240391180083818,0.810027015047024,0.999899393879489
"1238","ENSMUSG00000014778",44.9601697695979,51.4801354207674,39.9578793799984,36.2528953987735,51.6761123167922,49.0492867762365,"Fhod1","protein_coding",45.562746510361,0.0109910734453747,0.319680590345114,0.0343814225114801,0.972572997401399,0.999899393879489
"1239","ENSMUSG00000014782",51.8019347345367,49.7350460844702,41.7741466245438,29.6614598717238,30.331631142465,44.9618462115501,"Plekhg4","protein_coding",41.3776774448816,0.00691289231149212,0.352666383125449,0.0196017897998321,0.984361036054636,0.999899393879489
"1240","ENSMUSG00000014786",168.111939138496,180.61674630676,168.912853742721,154.898734885669,103.352224633584,176.781804422686,"Slc9a5","protein_coding",158.779050521653,0.213944977773572,0.200657252713435,1.06622100562253,0.286323748769075,0.999899393879489
"1241","ENSMUSG00000014791",44.9601697695979,28.7939740489038,37.2334785131804,60.4214923312892,41.5655686026372,48.0274266350649,"Elmo3","protein_coding",43.5003516501122,0.140349527602222,0.348580557677163,0.402631542440202,0.687219301760057,0.999899393879489
"1242","ENSMUSG00000014813",302.99244844729,246.057596417905,275.164487548626,305.403179419971,243.776442885737,339.257566868969,"Stc1","protein_coding",285.441953598083,0.111473865093478,0.15167330389165,0.734960353821469,0.462363639796462,0.999899393879489
"1243","ENSMUSG00000014837",371.410098096678,377.811841308344,342.366375596805,328.473203764645,323.53739885296,380.131972515833,"4931428F04Rik","protein_coding",353.955148355877,0.0672881850675054,0.125446854038941,0.536387983445306,0.591690434557529,0.999899393879489
"1244","ENSMUSG00000014846",206.230343943156,135.244423563033,170.729120987266,143.913009007252,240.406261647685,210.503189081348,"Tppp3","protein_coding",184.504391371623,-0.333027276709897,0.196890272428604,-1.69143590794035,0.0907535790772246,0.999899393879489
"1245","ENSMUSG00000014850",465.240017615839,560.173676951401,555.777776830887,520.723406636929,542.599179326318,545.673315385631,"Msh3","protein_coding",531.697895457834,0.0579195122356241,0.108044522035185,0.536070789565455,0.59190962717217,0.999899393879489
"1247","ENSMUSG00000014856",251.190513712753,182.361835643057,227.941539190446,202.137356162858,219.061780473358,270.792937410472,"Tmem208","protein_coding",225.580993765491,-0.0942959504074782,0.168578301417863,-0.55935995092122,0.575916088002973,0.999899393879489
"1248","ENSMUSG00000014859",334.26908828701,285.322106484592,301.500362594534,298.811743892921,323.53739885296,323.929664751395,"E2f4","protein_coding",311.228394143902,-0.0795052612761107,0.129165064747247,-0.615532237232168,0.538203286485512,0.999899393879489
"1249","ENSMUSG00000014867",632.374561759344,596.820553013642,611.173927789521,583.342044143901,594.27529164311,633.553287526388,"Surf4","protein_coding",608.589944312651,-0.0194516434491829,0.0966572098421221,-0.201243585253027,0.840508112457182,0.999899393879489
"1250","ENSMUSG00000014873",332.314298297028,370.831483963155,339.641974729987,319.684623061912,324.660792598977,295.31758079859,"Surf2","protein_coding",330.408458908275,-0.0136966211518465,0.130756146976201,-0.104749348069574,0.916574703222203,0.999899393879489
"1252","ENSMUSG00000014907",33.2314298297028,20.9410720355664,42.6822802468165,48.3371938650314,23.5912686663616,40.8744056468637,"Naf1","protein_coding",34.9429417150571,0.128982903157599,0.403140735420965,0.319945100618307,0.749009948001959,0.999899393879489
"1253","ENSMUSG00000014932",378.251863061617,389.154921994276,388.681190332712,404.274712325717,401.051567328148,357.651049410058,"Yes1","protein_coding",386.510884075421,-0.020706604838341,0.116793225139656,-0.177292859355335,0.859278359357876,0.999899393879489
"1254","ENSMUSG00000014956",2440.55530249317,2206.66546574781,2273.96659017082,2408.07111254883,2606.27349075995,2256.26719170688,"Ppp1cb","protein_coding",2365.29985890458,-0.0912275139861208,0.0712503326143884,-1.2803801840456,0.200411459665633,0.999899393879489
"1255","ENSMUSG00000014959",554.182962160044,547.958051597321,567.583513920432,510.836253346354,511.144154437836,565.088658067891,"Gorasp2","protein_coding",542.79893225498,-0.00864532683999213,0.103222856835954,-0.0837539969827774,0.933252024535264,0.999899393879489
"1256","ENSMUSG00000014980",5.86436996994755,6.9803573451888,10.8976034672723,6.59143552704973,7.86375622212055,13.2841818352307,"Tsen15","protein_coding",8.58028406113494,0.118564259460387,0.72717310234221,0.163048191797102,0.870480490760026,0.999899393879489
"1257","ENSMUSG00000015002",644.10330169924,737.300244585567,747.393971130425,709.677891745688,662.80231015016,743.91418277292,"Efr3a","protein_coding",707.531983680667,0.0920598294120748,0.0956072741929437,0.962895660285117,0.335599887641107,0.999899393879489
